Loan ID,Credit Score,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
32c5d204-f4d0-4174-907b-a7882629a563,,NA,11,0,97774,193182,0,0
008f1b41-9312-44b3-8531-c00f3f28da51,716,9,21,0,466108,958606,0,0
ea65b743-89e5-4d97-8ecf-03703ebb2254,717,40,7,1,127699,176858,1,0
7648926c-e646-442d-a9e3-12e388c104a6,690,NA,11,0,97869,602822,0,0
976a2cac-aebd-4945-84fe-b2d6dfdab4c1,742,NA,5,0,79363,685740,0,0
1eb4c0ae-7d6b-4764-8b74-60a24e341cd7,7150,66,8,0,80750,102520,0,0
b23ef893-c6c5-4265-a1b1-b15dae47049c,,NA,7,1,85424,202708,1,0
210e2ee1-da9f-4425-91ce-3ceef9375924,736,NA,13,0,170221,227348,0,0
7d91aa45-370f-4d1f-9552-bfe5b2114dc6,701,76,9,0,231401,380050,0,0
a203fa20-677f-44b3-ae93-cbb2c9071c2d,730,NA,6,1,30552,123288,1,0
d75e5258-a7de-439b-8793-7a7c09f79469,,NA,18,0,209171,552970,0,0
4b6f02e7-0ed8-4741-a068-b8366b05d6f1,746,NA,3,0,3553,32428,0,0
67005762-fca0-4199-b797-72b89189aa99,,39,10,0,117439,358776,0,0
e9ca0f79-3980-43aa-96b7-d210f4b4f8a0,,NA,14,1,186257,346720,1,0
697dc6eb-f12f-4751-88c1-350f9acc1583,730,NA,7,0,763857,1188792,0,0
4a624373-e8df-4aec-b8a3-9fe0d51a81b4,697,NA,9,0,786942,1143274,0,0
81efdeb9-ed7a-4ac2-905d-e771d943781c,727,11,11,0,175427,448404,0,0
fac9e81c-fcea-4670-a7b2-2761de9c2c6a,717,78,7,0,276754,494538,0,0
26881993-c57d-436d-9c53-747c93062d58,699,36,14,0,107730,188452,0,0
54f7a5d4-9950-4609-9ad4-1567214d55f4,,NA,8,0,93176,567842,0,0
77621b6d-9931-4e65-84a9-a63e526c8425,648,NA,19,0,473214,740432,0,0
90eacbeb-a1db-433d-881e-0f0b899dbd35,673,NA,8,1,363375,627990,1,0
ab2dd4c2-7967-4ca8-a1e3-06b2180d2eda,738,NA,10,0,95456,311366,0,0
ce6562c3-f100-4342-8fe8-f03d33ba9ff4,749,NA,15,0,65968,606210,0,0
8b38a9dd-8ced-48eb-9274-b11eacc9d61f,657,NA,24,0,600096,1030942,0,0
e18004ba-2c00-4b05-8a7c-4aa5e064bd15,704,40,14,1,109003,167376,1,0
e1b24cf6-7a52-45fb-9819-20fec94fd46c,6640,NA,7,0,75487,195558,0,0
79806be3-e91d-4778-bad3-1625eab52c4a,707,NA,13,0,419710,880396,0,0
1114a7c5-4cea-49c1-b4e3-7ca2183da503,712,19,5,3,159239,312510,0,3
46042ce5-d55b-48e7-a7ef-e366bd9a990e,707,82,12,0,772806,963204,0,0
b2d8c240-ab29-4e47-ad29-b36d33ce850c,743,NA,7,1,30438,244750,1,0
b982ff23-cc94-4f94-8b9f-ffb6952a5d0d,,NA,11,0,210615,258874,0,0
b9fd3ef3-a307-4f0f-8eb7-6dd81065eaf9,,16,10,0,257925,449768,0,0
e5aee504-b3ea-46a6-8080-323b9e03606b,725,5,14,0,144704,504680,0,0
cb107c87-a35b-4dd4-8def-32b1d1fc022d,675,NA,12,0,66006,250580,0,0
98897c15-fe6e-4355-a7c5-172f2fef683c,,NA,7,0,110580,158092,0,0
b3b5a924-cf67-4854-bc9d-fb4578e415a1,721,77,18,0,323380,455510,0,0
4743708e-2969-462c-baca-1bbe549fa00d,720,33,9,0,300694,399278,0,0
bbc5843d-49f6-4133-b380-7c992c9bde86,,NA,15,0,386612,1695628,0,0
c8db376b-19cb-48de-ac87-86fbc191c6ca,728,NA,15,0,334628,646844,0,0
15b6288b-6cc7-46ab-a05f-07a66de90594,742,NA,10,1,580963,1067792,1,0
4d944982-59d6-4a3c-8e11-e16e01107f79,746,NA,8,2,692949,1582548,0,2
74b7e7f9-537d-4f7d-99b7-18a7d19a074f,,NA,7,0,338428,876678,0,0
620f3b20-fcc6-4d91-8518-b6e840265b4a,731,51,14,0,160341,1355156,0,0
8f9d314b-fd65-4ae0-9670-f9bcbe365266,724,NA,10,0,52934,255332,0,0
1b4770da-77b2-4d1b-91ff-f1aff109ec60,748,NA,20,0,291099,1353660,0,0
332119fd-3f18-414b-a20f-caab811e1c5b,709,NA,13,0,220286,362824,0,0
f0c23640-cc6f-4b51-b581-caacfcf96a1e,695,36,32,1,294614,1176274,0,0
4a6b72d0-a633-4663-81e3-a8d80a6ddd6c,643,2,8,0,64619,82676,0,0
1f6909a8-e8ab-4a06-8613-4d1c3e47f682,745,36,11,1,69407,275220,1,0
b0f056bc-5174-48f8-9e07-36efa8ea3b9c,747,NA,16,0,607107,2440878,0,0
cfd7fec3-7953-4d1e-9c37-a1f85d946780,714,56,5,0,78546,117656,0,0
374d894c-0b82-4b42-8839-f3cc41bc4097,725,NA,7,0,211679,441628,0,0
ec82d38a-9841-4651-a99b-bbae805d8260,,14,11,0,25365,114730,0,0
8fc3a318-ec83-47bd-812b-0752bc03ca26,,23,9,0,137750,301510,0,0
e9ec45d6-2b2f-408d-847d-60152b09c9a7,746,28,10,0,74765,250206,0,0
d1e923ec-acf9-477a-a6ef-bc7a452b1f20,738,78,16,0,539961,897006,0,0
9bceb9c7-2f9c-4083-aed1-074fa65116b7,,12,9,0,105412,266508,0,0
8ea4a6b3-f3e9-4650-8dd1-06a4658c13c2,,NA,4,0,489744,851466,0,0
a0b5d6a8-1d2d-4ccc-afb8-071ce8568abf,741,NA,7,0,861156,1140876,0,0
7a803b96-d81d-47d9-971d-40fc1a72e912,716,61,11,0,231344,401038,0,0
86996221-8347-488a-a56f-acd59fefd078,708,44,10,0,99180,219164,0,0
ea469114-fc51-480c-8f4d-b3a9819255bb,,NA,14,1,1136485,1638780,1,0
fd149f1c-f169-453a-8a9d-24adbec35042,745,NA,7,0,154261,472538,0,0
ba96acd2-d156-45f8-a4d3-34aab4b12e32,737,28,16,0,346617,707850,0,0
7b58bc6b-da5a-4b55-84b1-922fcb35108e,742,NA,15,0,201134,684992,0,0
3facb4ad-7820-433c-979f-bb8df0ab3060,743,NA,7,0,101973,219076,0,0
d00c7418-06c3-4b0d-a329-defa9884c7b8,708,NA,10,0,76304,552222,0,0
eb427bde-c8db-4bf8-b681-a28129acdb52,737,45,16,0,166136,307296,0,0
d17473da-6063-475f-9a80-01fbec10657f,742,26,10,0,1172718,1398430,0,0
e31c29cf-ca05-425f-9b3f-4764bf806173,713,72,9,0,539030,762058,0,0
b6e99e16-fe7c-4bc6-bb1a-3e3893acc6f5,606,NA,9,0,34238,72732,0,0
a2d200ae-277b-4536-baec-cf670467315f,709,NA,19,0,211489,1475166,0,0
29209e40-7ce0-49dc-9d40-648211a05673,713,49,10,0,132544,534732,0,0
c44ca1fc-ff25-4efe-9cb4-84744ef604ee,741,28,15,0,284278,901802,0,0
6348a923-fd5f-4b80-b1c7-66a9493c4671,707,41,13,0,316160,416460,0,0
6c46a87e-2937-41eb-896e-04f480db12bb,675,10,4,0,38722,53196,0,0
1a0951dd-d662-4a40-b063-647839111d0b,731,33,6,0,114,67188,0,0
e92b5887-7d96-4a98-8d7c-754222991380,634,65,10,1,44327,255310,1,0
545f60ac-a2cf-4390-a21f-8f96d74f6588,713,36,21,0,87799,612370,0,0
99cf2720-48e8-45d7-953b-52ff1020907c,,49,10,0,227335,427306,0,0
a8a6724e-668f-40e2-ac82-97a58c23eb24,683,NA,14,0,146338,382470,0,0
dfa94735-8756-45f8-be1c-4ef12f9397ce,735,55,17,0,73549,197120,0,0
93b90b03-2616-48d6-8ddb-fb484d881d98,707,NA,13,0,953857,1434378,0,0
8ff2d033-21ae-442e-98fe-df70d8340875,,NA,6,0,339226,458348,0,0
9d892d0d-5b6e-4cbb-8bcb-348e1a64cc79,722,55,12,0,238621,325820,0,0
f0ab9acc-c8c6-48ad-b91b-555530cdbba3,697,37,2,0,19950,54384,0,0
a44e0215-3183-4296-a3b2-79f2ee3fc58b,695,NA,6,0,89547,148324,0,0
0bf9cfd3-d64b-446d-9a21-02455e00e823,701,17,7,0,75316,192940,0,0
64a2901e-440b-45db-afc6-ef26192f3445,,36,8,0,62814,246576,0,0
a0c5de8b-543e-4b5e-9d41-53239196ab90,731,20,15,1,32110,97328,0,1
cbc7488c-f536-41eb-b248-1977abb00d8d,,NA,11,0,338732,1431430,0,0
350f8d58-46e3-4755-9770-9aeafc865975,710,15,11,0,56544,382888,0,0
13ba0f3a-fdc5-4450-96c8-148605eb3650,,6,22,0,2660095,11536008,0,0
0db1e80a-9ad6-4fe8-a477-834adb949c77,7350,NA,19,0,2092280,4017640,0,0
3df2de5c-2eb9-489c-8272-931e92168d49,732,51,9,0,0,0,0,0
3e698954-5597-4ab9-bc4b-134620e0dd1b,736,NA,22,0,537852,777524,0,0
54f66553-d57d-4726-9a60-87c0d58921ae,707,14,12,0,150936,232078,0,0
5692a0fd-f3f6-4fe2-916d-ac3c73fadeb3,701,42,9,1,97071,226138,1,0
dccfdd5b-5556-47e2-a3f4-ee3303280a5c,732,NA,19,0,725135,1367476,0,0
b2103475-bde1-4346-8fca-469eb4bbb06b,706,NA,10,0,177004,513656,0,0
fee689ce-e931-412f-8074-cca0c074b380,709,12,5,0,239229,352418,0,0
6b5a6e83-7511-40c8-aafd-0229cfad2aee,701,NA,13,0,347947,489566,0,0
b45c6064-00c6-4081-9ffc-b0232487c940,652,33,9,0,193971,271260,0,0
5bb59772-5822-4d9d-8090-a137b7cbb605,746,48,19,0,203471,1095842,0,0
7dfc1e9f-9560-4d0b-9484-87febccab72f,737,NA,4,0,220457,312818,0,0
0bbee426-08ff-4672-88b6-199edcd1ae22,708,NA,19,0,406885,651662,0,0
829d30a3-677a-417a-923f-ee9a2e44a262,746,50,10,0,14611,144540,0,0
311e9385-6606-44fd-bc33-468404e6b020,731,NA,4,0,130188,268224,0,0
c3673488-fadd-45b2-9557-61bbd083e5d9,,NA,8,0,457881,1084226,0,0
55a2bb5e-cd16-4141-9bac-9dbaecfdf3da,7400,NA,10,0,285570,387200,0,0
31e379bf-2c2b-4ce0-9525-936c5a9fe733,737,NA,9,0,255417,332310,0,0
e84bf849-90a1-46a8-abdd-c3ddd8603609,,NA,6,0,322981,408276,0,0
1719704e-0ac6-49b6-ad0c-c1f830be7b0c,749,64,9,1,323912,713042,0,0
fe48b90e-6bbc-43bb-82df-039593bca3b7,663,49,17,0,165528,426888,0,0
48f0170f-9883-4077-bf28-185aec7d4bfc,720,73,9,0,635265,793496,0,0
7e8bf45d-6ca8-490c-8fd5-65996aaf8c55,707,NA,8,0,254391,388586,0,0
295e39eb-0101-4aed-8bd3-15cd40e4d638,732,NA,7,0,331569,467060,0,0
d45e0169-fe85-4a83-b0a7-7b17fc1957d7,744,NA,8,0,54169,285142,0,0
63d12b72-4b31-4b49-952b-2f0a8c669980,,NA,7,0,24377,239228,0,0
57ced483-0ac3-41eb-b22e-8e2bb22e7b5f,,71,26,1,410362,1044318,1,0
b1f7294d-794c-4d44-b1c6-c558d4c71855,712,20,9,0,339815,496826,0,0
cf677437-10a9-4cf0-bf77-c8c588749b33,706,NA,11,0,401375,511852,0,0
35e87c65-34d4-4c50-8e25-fc6d9c48b53f,740,NA,10,0,285323,671484,0,0
b0abe073-893c-4529-a0b8-b2f98da2ae18,727,NA,13,0,356231,440682,0,0
5558b7ae-153b-454e-ba32-16a7d4439108,,8,10,0,165281,285648,0,0
7414a8f0-3d74-45aa-94e3-2b90ff04c48a,744,NA,10,0,453150,1097690,0,0
fb697810-b2e7-4d98-8a08-59d4a69d56f0,704,35,13,0,2203791,5406258,0,0
f340deb1-d4f1-4c46-bf49-1467aa0c15ee,676,NA,10,0,59166,110682,0,0
014b7156-33db-4dac-b093-0901ff4b4dbf,744,5,20,0,373692,1456884,0,0
c35cedca-ff49-49c6-83b3-896180af11e6,733,NA,18,1,343938,502216,1,0
e52b1146-d633-4b9d-8f96-1f62be018ff5,698,27,15,0,472283,654896,0,0
50520e11-f7c1-47ed-b38d-591694014064,,46,7,0,104234,179322,0,0
d4b0672c-0753-4409-9ab0-a6b6e09ba2cb,,19,16,0,175731,929104,0,0
3ae5ca1b-5bcb-4570-8f77-ea92b39b8f4a,719,66,11,0,285950,453574,0,0
f7374548-ac77-40fa-96ef-5c6c8a718861,730,NA,10,0,360867,426800,0,0
e328f5e1-aa70-4220-8cdd-a95062bf7073,745,NA,8,0,44688,522588,0,0
d1cd4a3b-1c0b-4ecb-85bb-f1e57159a3dd,750,57,12,0,255816,881562,0,0
76cf3285-ac14-4f89-b089-0352eea85221,744,50,7,1,166459,338140,1,0
41c9a7b9-eb1d-4e97-adfb-0e35d43233fe,,NA,8,0,79724,566324,0,0
a8a1ff3a-e9d1-4b16-b31f-bc911dd9f9af,746,NA,5,0,73302,297792,0,0
67ec3be4-48db-4a2f-8e14-465680189cf1,,NA,8,1,302024,434962,1,0
b0bc39c4-4786-46a1-924e-b7a38a7bd55c,721,33,8,0,145293,199320,0,0
7a4158ac-a251-4150-b0cd-999456d308c2,745,NA,14,0,622383,1168002,0,0
e4524b23-f90f-4790-a286-c3022ea0e4a7,,22,11,0,147592,401170,0,0
2f23b2cc-53b0-469a-b69c-a0f565f3c1fc,730,NA,10,0,155591,488246,0,0
69382bb1-d5fe-459c-ac95-8e49a7f07526,729,50,11,0,372077,474474,0,0
88a599fc-5760-4a52-b07e-d6ce5a8eba99,668,20,21,0,579500,1235740,0,0
617b1d39-9349-48e5-b9ac-323268c96c2e,740,NA,16,1,97318,450692,1,0
e583c5f6-4c42-4494-9ce4-b19b7a577225,749,NA,26,5,262694,1376320,0,5
796e46ac-07f1-4e93-8869-592a92c73baa,717,14,6,0,234099,512380,0,0
5c6ede3e-b576-4da2-8047-e4447cbde5c3,729,29,5,1,79914,106854,1,0
778cfdb2-fa4c-4407-965c-acd2843f7c43,7030,22,11,1,14592,238106,1,0
b8215a16-4301-4a6c-a4f8-1b35725e6925,745,40,13,0,205770,505868,0,0
b88a6b90-ef3d-4eeb-9035-bf6a2bd8bb51,746,26,20,0,89281,494670,0,0
a18b8bdf-d9e1-4ed2-bf9b-be8eed6feb50,,NA,12,0,291935,931194,0,0
cf045fc8-1d73-4b28-9038-72d2e5367c30,7070,NA,9,0,237082,315524,0,0
712fa429-26ed-4eb7-9a90-ec5a38515d50,7450,67,11,0,170088,360074,0,0
947fccf7-dd72-4523-87dc-c2aa4d519b2f,741,71,9,0,229805,474298,0,0
94fb329a-df15-4cbb-9548-01fdcf471517,749,NA,9,0,381273,796884,0,0
3946cb35-af9b-4987-a149-17a680a0e644,,18,6,1,89357,215578,1,0
b73342fe-151f-4834-8c07-fac9e131a0bc,694,33,12,0,201761,295350,0,0
cc497727-8f03-4a42-9b62-66264228dfb8,656,30,11,0,285342,358732,0,0
e39e64d2-01c7-472b-b2a6-2cd9d5adb75d,,9,9,0,312246,936650,0,0
d14505fa-f9df-4df4-b99d-9b225508edce,,NA,18,0,426683,748550,0,0
2c677e68-e88e-4e4c-8764-be39f33d4372,741,19,6,0,4484,33110,0,0
9cac1412-0ff2-43d8-8b0b-8c2410b0877b,706,NA,15,0,548568,903518,0,0
13223345-1aa9-41f8-9992-7cd4bee7bebc,737,NA,19,0,585561,2023912,0,0
ff1cd31b-5399-42af-9781-1de4a826da19,,NA,10,0,659661,1483130,0,0
bbd1f989-501c-4ade-a106-52dbd0e605a1,741,NA,21,0,343691,487696,0,0
275b5f09-53ca-4cc3-849f-ce0de768823c,736,NA,13,0,133247,232716,0,0
ea6f86c1-b858-4c1f-9a15-f2e156075698,,22,12,0,281865,490776,0,0
dbc6a3de-a8e0-4717-ba5d-fa29b32ad01f,729,NA,8,0,186105,388960,0,0
6cb83e11-1b4a-4de8-9bfa-c05ad4f7a74f,703,NA,5,0,92530,173360,0,0
5ef05316-4c55-446b-8f4d-3717ef24139e,650,NA,15,0,390640,637054,0,0
09ee53d8-721c-409e-964c-02d61a32a20e,702,77,6,0,448571,548460,0,0
33e3bb16-2f75-4f9c-a411-c24d8cdaac01,718,48,4,0,57741,134244,0,0
a5f48dc3-a1e8-4142-8dca-db3bad348221,714,NA,7,0,229786,515636,0,0
0a263af1-3cf0-46a5-8778-2088cb578f6d,715,36,18,0,386574,1177924,0,0
ccf52b75-8043-4c53-b4c4-2a11e7491d64,,NA,15,1,404643,632302,0,1
7ecfc187-4291-48de-bcb9-c69fea1b01d3,706,59,14,0,89566,349228,0,0
b4774176-fa67-4511-9c85-8d520d8f6dc9,,NA,18,0,684722,7016218,0,0
45b4b502-67d5-4ed6-83d4-816b75a99054,713,26,9,1,120156,244948,0,0
446efa73-f5e7-4669-91d1-f7dc862616a5,,48,9,0,412281,885676,0,0
2face333-cbeb-4a53-810a-7c3772361300,732,NA,13,1,114646,250470,1,0
224479ee-d733-43ee-9026-0f8a55a4c736,652,77,9,0,248007,483428,0,0
589b77fb-9fef-476f-9dbb-9ec8334c976c,657,38,9,0,288363,431376,0,0
4fab3b4e-b6c8-4026-9489-bd85500aa57c,,NA,8,0,272365,430254,0,0
9b7b1c39-ef85-4df8-a960-eed6c1c9dd93,731,NA,8,0,269116,407352,0,0
3b69b469-aa46-4a88-8894-2deb3f5ee6c4,,NA,9,0,428583,615714,0,0
0873dcf0-0420-49ee-895a-8387a46067fe,732,3,10,0,198493,314842,0,0
672f3954-fb2d-46de-98f7-4feb10d679d5,,NA,11,1,227658,976272,1,0
cf50bd7c-6054-485f-a13d-50582c9d126d,,NA,11,0,343919,892870,0,0
7a38c71c-2ec7-40e6-82ca-d17404b2c8fa,665,NA,17,0,41420,128238,0,0
1ca21fca-3a48-4e3b-b102-86593f1d46cb,693,52,16,1,75050,297594,0,0
d5b06de7-8937-49b0-9a26-fb924fa295cb,705,20,12,0,275728,426250,0,0
bac27e44-8a0a-425d-a6dd-8e7e69b704a2,6620,NA,10,0,56924,219736,0,0
0de7c2a5-69ee-499f-9306-b7848d21c8c1,664,NA,3,0,61788,87780,0,0
a65d7dda-ddc7-45c9-b5d2-dd21360e6f94,750,31,14,0,218253,1989944,0,0
a0a1a2e4-d9b1-4b93-abd1-b78ecd0bd03f,725,NA,20,1,106267,585970,1,0
bf516feb-c0c4-4726-b0e3-64529cff38c6,701,16,8,0,99617,324016,0,0
db2b921e-bee8-421d-9940-152ac1c218b2,710,26,16,0,361285,712668,0,0
2c9c59be-1ae5-416e-be3f-35d4119d300d,725,36,30,0,133532,495550,0,0
3f372a25-fa51-459c-b656-474a4aae4d56,747,NA,10,0,210140,779878,0,0
18824443-89e1-410b-aadd-0b67744bdc6e,740,NA,13,0,585238,892804,0,0
3c0cd075-74d4-491d-841c-9974e4347339,740,NA,13,10,278065,356554,2,8
21cba266-0f92-4708-a59d-1e044c320b74,698,NA,17,1,490257,719466,0,1
7039e8b5-5638-4e16-b394-e0b001986da5,696,NA,15,1,168473,330616,1,0
41d0511a-5f2d-40c9-a0ee-3faf245a7f67,,NA,10,0,832922,1303302,0,0
26c8f507-3222-40b3-ba06-f87016ea7b60,706,13,28,0,354673,1153592,0,0
a4390dc7-f064-4fac-8b9b-e8e34bae216e,,NA,9,0,376428,581922,0,0
dc88617d-995b-4e19-aa38-8291c7cd824c,735,46,11,0,219279,316602,0,0
74e7f127-771b-4ff4-9e30-5c22ba667a5d,720,NA,14,0,566618,1115796,0,0
d2bc00d7-000d-421c-b06e-e2af6768ed18,,25,13,0,447336,808060,0,0
f6485fa0-5051-42da-8b4c-0db7d86cc116,712,NA,18,0,1201959,1486892,0,0
